Date,Time Start,Time End ,Duration,GPS_File,Purpose
2/1/2019,9:45,10:30,0:45,,"North and south boating area, large surface chop, poor sighting and biopsy conditions. Saw one repeat whale. "
2/2/2019,8:45,12:45,4:00,,"Whales near spume, then escorted birders to Joubins, sighted whales on way there and back; worked whales back in the boating area, at southwestern limit, then into the boating area toward bonaparte. Sampled 3 whales total, confirmed presence of 4 return whales from earlier in the week (dairy cow, blackie, juvie, white tail with lower left black mark)"
2/2/2019,16:15,17:15,1:00,,"North boating area, 5 animals lunge feeding in very short internvals at surface. Two new animals and three previous animals. "
2/4/2019,15:00,17:00,2:00,,"Transited from Palmer Station to Palmer Canyon on Rigil (RHIB) to look for tag 22. Visited the last 2 argos locations, spent 1+ hour listening, did not detect tag. Transited home, did not see any whales at all for the duration of the trip."
2/5/2019,8:00,10:15,2:15,,Suction cup tag 22 recovery for RN with help of MTs down to Wauwermans Islands. Saw some whales transitting down and back
2/5/2019,16:00,17:45,1:45,,North boating area off Norsel Point. 15-20 animals. 
2/6/2019,9:00,11:30,2:30,,"Tag retrieval: transited to Palmer Canyon, retrieved tag (Mr. T), transited to Killer Whale Rocks, through Janus/Delaca, retrieved second tag at Surge Rocks. For duration of time on the water, saw 20-30 whales between Station E and Janus. 5 sightings, a few flukes recorded."
2/6/2019,13:00,14:20,1:20,,"North boating area, large aggregation of animals, with scattered small groups between Station E and Wiley Bay. Biopsied 2 mothers with calves, collected many flukes."
2/7/2019,9:00,11:30,2:30,,Suction cup tag 27 and tag 40 recovery. Observed whales everywhere
2/7/2019,13:00,14:30,1:30,,"Biopsy and photo id with whole whale gang, Michelle biopsied two animals. 30-50 animals near palmer. "
2/8/2019,13:45,15:15,1:30,,"North and south boating area; small feeding group of adults (sampled 2) near Bonaparte; saw 1 animal by Laggard; many in Palmer Canyon; found many feeding groups in Wylie Bay, most were surveyable within the northern limits. Saw 2 mothers that were sampled yesteday by Michelle"
2/9/2019,16:30,20:45,4:15,,"Forgot to do GPS track, but basically transited to Joubins, hung out at Island 8 for a while, transited toward Dream, then to halfway and home. Saw scattered whales on the way out, large aggregation on our way out of Joubins, and medium aggregation at halfway. Connect the sightings for our effective GPS track."
2/11/2019,10:00,12:30,2:30,,Surveyed north and south boating area
2/12/2019,9:30,11:30,2:00,,"Tagged in north boating area, by litchfield and lipps"
2/12/2019,14:30,17:00,2:30,,"Surveyed north and south boating area; feeding aggregation of ~12 whales around Bonaparte pt., including the 2 tagged whales from this morning"
2/13/2019,9:50,11:50,2:00,,"Tag retrieval: transited 3/4 of the way to Biscoe and retrieved tags 40 and 27. Sighted whales at 2nd tag retrieval and on the way back to station; collected a few flukes. Winds picked up after noon, expect no further surveys today."
2/14/2019,9:30,11:45,2:15,,Accompanied the birdersa all the way to biscoe. Found abour 10 whales feeding and transitting. Sampled two then returned to station.
2/14/2019,18:30,20:00,1:30,,"Surveyed the northern boating area and wiley bay. Saw one mother calf pair - Mn19_038A_P who had been seen a week prior, and multiple times in between with her calf in the northern boating area."
2/15/2019,9:00,12:00,3:00,,"Tag deployment with Solas (Mia) and Hadar to accompany. Deployed tag 40 on Mn19_038A_P in Wiley Bay, performed 2 hour echosounder transect around foraging whales."
2/16/2019,10:00,12:30,2:30,,"Retrieved tag from deep in the Palmer Canyon. High winds and swell, no whales seen on transit to or from."
2/17/2019,12:30,19:30,7:00,,"Transited to Joubins, no whales; spent 5 hours in Joubins, no whales; transited back from Joubins, no whales; found 3 (MCJ) in Wylie Bay."
2/18/2019,9:30,15:30,6:00,,"Transited to Biscoe and back, no whales. Spent 5 hours in Biscoe."
2/18/2019,5:00,8:00,3:00,,"Transited to Joubins, worked a MC pair; stayed at Joubins for 2 hours; transited to dream, then home, no whales"
2/19/2019,9:45,12:45,3:00,,"N+S boating area, found 2 adults transiting near Station E"
2/19/2019,15:30,17:30,2:00,,"N+S boating area, found MC in Wylie, was same MC pair seen yesterday"
2/20/2019,9:15,10:45,1:30,,"N+S boating area, found 2 adults feeding NW of Litchfield, and the MC seen the past 2 days"
2/21/2019,14:30,20:15,5:45,,"Northern Boating area, then trip to Joubins. 5 whales seen. GPS track line is in 2/22/2019 trackline file"
2/22/2019,9:45,12:00,2:15,,"N+S Boating area. Saw one whale, performed one drone flight over whale. Attempted drone flight over Torgeson Island"
2/22/2019,14:00,18:30,4:30,,"N Boating area and to Joubin Islands. 3 whales seen between N boating and Joubins, 5 whales seen out of range while at Joubins."
2/23/2019,9:30,12:30,3:00,,"N+S boating area, only 1 whale beyond station E and boating limit. Flew UAS survey over Humble Island."
2/23/2019,16:30,18:15,1:45,,"N boating area, worked 4 whales at Outcast, got all flukes, 3 photogrammetry. GPS did not appear to record track, for reasons unknown."
2/24/2019,10:00,14:30,4:30,,"Extended boating with rec boater as secondary boat. Trip to Dream Island (Effort wasn;t logged in GPS due to malfunctioning GPS. Went straight from Palmer to Dream). After Dream, went to Humble Island, then to Outcast, then to Biscoe. 10 animals outside and around Outcast Island."
2/24/2019,17:30,19:15,1:45,,"Transit around the southern boating area and to Outcast, drone flight over group of 3 whales seen earlier in the day."
2/25/2019,9:30,12:30,3:00,,"Outcast to southern boating area, found 1 single whale (flew drone) and a group of 4 whales (flew drone) including Rakey fluke from previous days."
2/25/2019,14:20,18:00,3:40,,"Outcast, southern boating area - found 3 whales, seen and flown before - then flew mapping survey over Torgersen Island"
2/26/2019,9:30,12:45,3:15,,Transited to Outcast Island and around southern boating area. Saw two groups here. Went to Norsel point and found one more group. Drone flights over all three.
2/26/2019,15:00,18:00,3:00,,"Transited to Southern Boating area and found 3 groups including a group found earlier in the day that had moved into to Bonaparte point. Drone flights over the 2 new groups, data obtained for the 2nd (first had no SD card womp womp)"
2/27/2019,10:20,12:00,1:40,,"N+S boating area, 5 whales north of Delaca (2 mc pairs + 1 rando)"
2/27/2019,15:50,17:30,1:40,,"N+S boating area, no whales"
2/28/2019,9:30,11:30,2:00,,"N boating area, no whales, drone mapped Elephant Rocks"
2/28/2019,12:45,19:45,7:00,,"Joubins with birders, no whales out there, on way back found 5 outside Outcast"
3/1/2019,9:30,12:00,2:30,,Surveyed southern and northern boating areas. One mom-calf pair. Performed UAV flight of mother and calf and biopsy of mother.
3/1/2019,13:45,15:45,2:00,,Flew mapping survey of Humble Island
3/2/2019,9:30,13:00,3:30,,"Southern boating area, pursued 1 minke whale (no biopsy), flew over 1 mother-calf pair and biopsied mother. Sighted other whales, but all were gone by the time we concluded with MC pair."
3/3/2019,10:30,16:30,6:00,,"Dream to Biscoe, worked 3 adults traveling from Cormorant to Outcast, sighted 1 minke near Biscoe"
3/4/2019,,,0:00,,"Wet weather, needed to catch up on housekeeping etc., took a day off"
3/5/2019,10:00,12:15,2:15,,"Surveyed southern boating area, found 2 mc pairs, 2 solitary humpbacks (1 a calf), 1 minke. Sampled minke and 3 adults. Did not fly because not comfortable in the Solas. Switching to Zodiac for the afternoon."
3/5/2019,14:00,18:00,4:00,,"N boating area, found many whales, flew over 3 groups (mc, mc, mce/j), spotted more (2 in distance) including 1 minke. Note that GPS was left in the boat (oops) so trackline includes rec boating after 1800. Be sure to omit if considering trackline for effort."
3/6/2019,9:45,11:15,1:30,,"N+S boating area, snow and low visibility (1-3 km). No whales seen"
3/6/2019,14:45,17:30,2:45,,"N+S boating area, snow and low visibility (1-3 km). No whales seen. Mapped Torgersen."
3/7/2019,10:00,12:30,2:30,,"N+S Boating area, no whales seen. Mapped Elephant Rocks"
3/7/2019,14:30,16:00,1:30,,"N+S Boating area, no whales seen. Began mapping Shortcut Island, lost drone to catastrophic mechanical failure."
3/8/2019,13:00,16:30,3:30,,"N+S Boating area, 2 whales spotted in southern boating area."
3/9/2019,10:15,12:45,2:30,,"N+S Boating area, no whales, climbed Hermit, saw no whales."
3/10/2019,10:45,16:15,5:30,,"Extended boating, dream and biscoe, 1 sample"
3/11/2019,9:10,11:40,2:30,,"N+S+N boating area, no whales"
3/12/2019,8:00,9:30,1:30,,"N+S boating area, no whales"
3/18/2019,,,0:00,,"Weather to bad, winds exceeding 20Knts Did not go out. Worked on stuff at station"
1/3/2020,18:40,21:50,3:10,,"N boating area, found many feeding groups due north of Outcast Islands, with some transiting animals. Group sizes ranged from 1 to 4."
1/11/2020,,,3:00,,"Effort not taken, estimated post hoc"
1/13/2020,,,3:00,,"Effort not taken, estimated post hoc"
1/14/2020,8:40,10:20,1:40,Track_2020-01-14 211044.gpx,"N, S boating area"
1/14/2020,17:45,20:50,3:05,Track_2020-01-14 211044.gpx,"N boating area, Wylie Bay, Outcast Islands, no whales at all"
1/15/2020,16:15,19:15,3:00,Track_A020-01-15 195030,"Wylie Bay, found a few whales, very scattered and ephemeral, 3 flown, 3 biopsied, 3 fluked, not sure how they match"
1/17/2020,8:45,11:45,3:00,,"Found multiple groups between Humble and Outcast, flew 6, fluked 5 biopsied 4"
1/17/2020,19:30,21:15,1:45,,Single animal near Station E
1/18/2020,8:45,11:45,3:00,,"Single whale in middle boating area, got away without biopsy; two minkes near cormorant; one more near "
1/18/2020,19:00,21:30,2:30,,"Whaling with support boat, found MC pair in middle/S boating area, minke and humpback near Loaf rock"
1/19/2020,17:25,20:10,2:45,,"N + S boating area, single humpback near Jacobs; more seen from glacier toward Bismark"
1/20/2020,19:10,19:50,0:40,,"Marginal wind all day; drove down from Humble to Cormorant and back, saw a single humpback just south of Cormorant"
1/21/2020,9:20,11:00,1:40,,"N + S boating area, two humpbacks between laggard and hermit"
1/21/2020,13:10,18:10,5:00,,"S + extended to Biscoe, bunch o' whales"
1/22/2020,8:30,11:30,3:00,,"S, extended to Biscoe, and central boating area (bonaparte); resighted G and H from yesterday, and chased a minke into the northern islands"
1/23/2020,10:15,12:15,2:00,,"Couple minkes in the N boating area, and a sleepy humpback that disappeared"
1/23/2020,16:10,18:10,2:00,,"Bunch of whales feeding between Wylie and Litchfield, 8-10 total"
1/24/2020,8:20,9:20,1:00,,"Found 2 whales in Wylie, tagged 1"
1/24/2020,13:10,17:40,4:30,,"Transited to the Joubins, looked around, did some island ops, transited back. Only saw whales off in the distance of the Bismark"
1/25/2020,16:10,18:15,2:05,,"North and south boating area, found 2 in south, a bit swelly"
1/26/2020,15:45,17:00,1:15,,"North boating area, found 5 whales around Outcast Islands"
1/28/2020,9:30,16:15,6:45,,"Dream, Joubins, saw 1 whale at Dream, did not work it up"
1/29/2020,9:30,12:00,2:30,,"N and part of S boating areas, found single, double, single, double"
1/29/2020,13:30,16:30,3:00,,"S and part of N boating areas, re-encountered latter single & double, found and lost a couple new singles, and worked a single + double that were surface lunging off Bonaparte. Sampled single and first of the double, did not sample second of double, but later discovered it was a resight: Mn20_018E_P"
1/30/2020,8:45,11:15,2:30,,"N and S boating areas, found Mn20_029D_P from yesterday. Flew Elephant Rocks and Humble, aborted mid-flight at Torg due to tourists."
1/30/2020,16:00,17:45,1:45,,"N and S boating areas, found single whale in southern boating area"
1/31/2020,13:30,19:30,6:00,,"Wauwermans Islands and back, saw a few whales going out (including Mn20_029A_P, and 2 that got away), saw maybe 10 killer whales at Wauwermans, and 2 humpbacks that we sampled. Dorsals no flukes."
2/1/2020,10:00,12:30,2:30,,"N + S boating area, found a few whales incl. mother + calf pair"
2/2/2020,4:45,6:30,1:45,,"N + S boating area, re-encountered mother + calf pair from yesterday (est. 5:45), flew them this time"
2/3/2020,8:55,10:00,1:05,,"S boating area, heavy swell, no whales seen"
2/4/2020,10:00,12:00,2:00,,"N boating area, worked 3 whales, saw at least 1 more before launch that we didn't find and work."
2/4/2020,14:45,18:15,3:30,,"S + N boating area + Wylie Bay, lots of minkes (1 sample), a few humpbacks"
2/5/2020,8:40,11:10,2:30,,7 whales (3 MC pairs and a rando) in the northern boating area
2/5/2020,13:40,15:40,2:00,,"S + N boating area, 3 humpbacks (2 new, 1 from yesterday)"
2/6/2020,13:00,17:00,4:00,,"N, S boating area, Wylie Bay, 10 whales (incl. 3 MC pairs)"
2/7/2020,13:00,17:30,4:30,,"N, S boating area, Wylie Bay, 11 whales (incl. 3 MC pairs and 1 minke)"
2/8/2020,10:40,11:40,1:00,,"N, S boating area near islands; extreme fog, < 50 m visibility, hardly counts as a survey but we tried goddamnit"
2/8/2020,5:45,8:45,3:00,,"S, N, wylie; 11 samples, many more seen; whale soup"
2/12/2020,11:15,12:45,1:30,,"N boating area, trio of humpbacks"
2/13/2020,9:45,16:15,6:30,,"Flew humble, went to Joubins (only saw 1 sighting way off in the distance), helped birders in Joubins, returned to Dream (no whales), helped birders and flew Dream, then picked up 2 whales near Halfway. Continued to boating area, found 3 more whales just beyond Lipps, same trio as yesterday."
2/14/2020,14:00,16:30,2:30,,"2 new ones, 3 animals, same trio as seen recently + 1 new one, outside boating area"
2/16/2020,9:00,12:30,3:30,,"Nothing in North boating, got mother-calf pair and minke in south (saw others, was not able to sample 1, other all outside boating area)."
2/16/2020,17:30,19:30,2:00,,"S, N boating area, single humpback found outside Spume doing whack-a-mole, were not able to collect sample"
2/17/2020,9:00,10:00,1:00,,
2/17/2020,14:45,16:45,2:00,,2 whales in south boating area
2/18/2020,9:00,11:30,2:30,,5 whales south boating area
2/18/2020,13:45,15:15,1:30,,Boating area to Joubins
2/18/2020,17:30,19:45,2:15,,Joubins back to boating area
2/19/2020,16:00,19:00,3:00,,"Only 1.5 hours on survey, other half was tagging effort"
2/20/2020,9:00,11:30,2:30,,"First 45 minutes were tag recovery, then to Joubins for birder work, surveyed one hour 10:30-11:30"
2/22/2020,16:15,18:15,2:00,,"Super swelly. Sampled 1 whale near Christine, sighted 1 or 2 near Spume but did not pursue due to adverse conditions"
2/24/2020,9:00,11:45,2:45,,"1 whale in northern boating area (exited into Wylie), no other whales, did some drone mapping at point 8 and shortcut"
2/24/2020,13:30,16:00,2:30,,"Biscoe and back, 1 hour spent wrangling penguins at Biscoe"
2/25/2020,14:00,19:00,5:00,,Joubins and back
2/26/2020,9:00,12:00,3:00,,"N, S boating area, saw Amigo again, otherwise no whales. Droned Humble for ~1 hour"
2/27/2020,16:45,18:45,2:00,,"S, N boating area, found 6 whales in north boating area, worked 4 of them"
2/28/2020,9:15,11:45,2:30,,"S boating area, found 6 whales including first MC pair from last night (logging); others were 2 solitary and 1 pair"
2/28/2020,13:30,16:00,2:30,,"N,S boating area. Spotted Amigo with 3 others. Saw 6 whales, some foraging at the surface."
3/2/2020,9:15,11:30,2:15,,"S boating area, tough swell, sampled 6"
3/3/2020,9:30,18:40,9:10,,"N Boating Area and trip to Joubins. One whale at Joubins, ~7 whales in boating area"
3/4/2020,10:00,12:30,2:30,,"N and Sboating area, 3 humpies near Point 8 foraging"
3/8/2020,10:30,18:30,8:00,,"Joubins and back, some whales on N side of Joubins, tons near Dream; 2 Boats - 4 in Whaler Boat, 4 in Birder Boat"
3/9/2020,9:20,10:40,1:20,,"S, N boating area, no whales, bad chop"
3/9/2020,15:40,17:30,1:50,,"N, S boating area. Tagging attempt, but no good candidates."
3/10/2020,9:00,12:00,3:00,,"N, S Boating area survey, saw two humpbacks and one minke"
3/12/2020,10:30,12:30,2:00,,"N, S boating area survey, no whales, flew Shortcut"
3/16/2020,10:00,12:00,2:00,,"S boating area, 4 whales including speckles + mom"
3/17/2020,9:00,11:30,2:30,,"flew humble first thing, then N, S boating area, found 1 whale traveling"
3/18/2020,8:30,10:00,1:30,,"N, S boating area, no whales, cold"
2/10/2016,14:00,17:30,3:30,,Stne E exress straight
3/8/2023,17:07,17:47,0:39,20230313.gpx,"Deployment of AM8

WP 341 at 17h31."
3/4/2023,10:54,17:15,6:20,20230313.gpx,"AM7 recovery mission and opportunistic sighting effort.

Joined by Barb Krazynski (BK), and Sneha Shivram (SS)."
3/3/2023,15:14,16:24,1:09,20230313.gpx,"AM7 recovery mission and opportunistic sighting effort.

Joined by Andrew Corso (AC), Maya Thomas (MT), and Barb Krazynski (BK)."
3/1/2023,13:56,16:59,3:02,20230313.gpx,
3/1/2023,9:41,10:29,0:47,20230313.gpx,AM6 Recovery. No biopsy or UAS
2/27/2023,14:17,15:08,0:50,20230313.gpx,"AM7 recovery mission and opportunistic sighting effort.

Joined by Matt Gosselin (MG) and Ben Van Mooy (BM)."
2/25/2023,12:53,17:51,4:58,20230225.gpx,Joined by Andrew Corso (AC).
2/24/2023,13:42,17:40,3:57,20230224_2.gpx,
2/24/2023,8:37,11:32,2:55,20230224_1.gpx,
2/23/2023,9:53,12:25,2:31,20230223.gpx,
2/22/2023,8:35,9:44,1:08,20230222.gpx,
2/20/2023,14:53,17:54,3:00,20230220.gpx,GPS track is combined with other effort from today.
2/20/2023,8:17,10:32,2:14,20230220.gpx,GPS track is combined with other effort from today.
2/17/2023,20:35,20:43,0:08,20230217.gpx,"Drone flight from PAL Pier.

GPS track is combined with other effort from today."
2/17/2023,14:50,17:10,2:20,20230217.gpx,GPS track is combined with other effort from today.
2/15/2023,9:11,10:48,1:37,20230215.gpx,
2/14/2023,13:19,16:55,3:36,20230214.gpx,Joined by W. Lance Roth (WLR).
2/13/2023,17:10,17:25,0:14,20230213.gpx,"Drone flight from PAL Pier.

GPS track is combined with other effort from today."
2/13/2023,9:05,11:43,2:37,20230213.gpx,"Joined by W. Lance Roth (WLR).

GPS track is combined with other effort from today."
2/8/2023,9:20,12:32,3:12,20230208.gpx,
2/7/2023,15:54,19:22,3:28,20230207.gpx,End effort needs to be adjusted. Incorrect end time and date
2/6/2023,14:02,15:30,1:28,20230206.gpx,GPS track is combined with other effort from today.
2/6/2023,8:43,10:15,1:32,20230206.gpx,GPS track is combined with other effort from today.
2/5/2023,10:27,14:41,4:14,20230205.gpx,
2/4/2023,8:54,16:44,7:50,20230204.gpx,"Tagging. 

Joined by Darren Roberts (DR). Zodiac with 3 aboard assisting with operations."
2/2/2023,10:55,12:28,1:33,20230202.gpx,
1/30/2023,13:19,17:11,3:52,20230130.gpx,
1/27/2023,15:37,17:57,2:20,20230127_2.gpx,
1/27/2023,9:32,12:37,3:04,20230127_1.gpx,
1/26/2023,13:15,17:43,4:28,20230126.gpx,"On Humble at 1530. Off Humble 1620.

GPS track is combined with other effort from today."
1/26/2023,9:54,11:11,1:17,20230126.gpx,GPS track is combined with other effort from today.
1/25/2023,13:52,17:38,3:45,20230125.gpx,"Joined by Matt Breece (MB).

GPS track is combined with other effort from today."
1/25/2023,11:24,12:00,0:36,20230125.gpx,"AM6 mooring deployment. No whale effort.

GPS track is combined with other effort from today."
1/23/2023,13:42,17:37,3:54,20230123.gpx,GPS track is combined with other effort from today.
1/23/2023,8:20,11:32,3:11,20230123.gpx,GPS track is combined with other effort from today.
1/20/2023,15:35,17:26,1:51,20230120_2.gpx,Joined by Matt Breece (MB).
1/20/2023,9:22,12:11,2:49,20230120_1.gpx,
1/13/2023,8:51,11:37,2:46,20230113_1.gpx,Joined by Matt Breece (MB).
1/11/2023,13:34,17:01,3:26,20230111.gpx,
1/9/2023,9:51,11:57,2:05,20230109_1.gpx,
1/4/2023,13:23,17:45,4:22,20230104_1.gpx,
1/3/2023,14:56,17:00,2:04,20230103_2.gpx,
1/3/2023,9:56,12:08,2:12,20230103_1.gpx,
1/2/2023,13:56,15:45,1:48,20230102_2.gpx,
1/2/2023,8:53,11:33,2:39,20230102_1.gpx,Recovered acoustic mooring AM4 and worked on two groups of three humpbacks performing bubble nettings
